CIDm00001983	N02	9606.ENSP00000342818	IPR013087
CIDm00003121	N03	9606.ENSP00000342818	IPR013087
CIDm00005538	L01	9606.ENSP00000342818	IPR013087
CIDm06326970	D11	9606.ENSP00000342818	IPR013087
CIDm00001983	N02	9606.ENSP00000349161	IPR013087
CIDm00003121	N03	9606.ENSP00000349161	IPR013087
CIDm06326970	D11	9606.ENSP00000349161	IPR013087
CIDm00000679	M02	9606.ENSP00000419923	IPR013087
CIDm00000750	B05	9606.ENSP00000419923	IPR013087
CIDm00000888	A12	9606.ENSP00000419923	IPR013087
CIDm00002123	L01	9606.ENSP00000419923	IPR013087
CIDm00002244	N02	9606.ENSP00000419923	IPR013087
CIDm00002478	L01	9606.ENSP00000419923	IPR013087
CIDm00002907	L01	9606.ENSP00000419923	IPR013087
CIDm00003365	J02	9606.ENSP00000419923	IPR013087
CIDm00003657	L01	9606.ENSP00000419923	IPR013087
CIDm00003715	S01	9606.ENSP00000419923	IPR013087
CIDm00005426	L04	9606.ENSP00000419923	IPR013087
CIDm00006049	V03	9606.ENSP00000419923	IPR013087
CIDm00006503	B05	9606.ENSP00000419923	IPR013087
CIDm00024424	A12	9606.ENSP00000419923	IPR013087
CIDm00028486	N05	9606.ENSP00000419923	IPR013087
CIDm00657298	H03	9606.ENSP00000419923	IPR013087
CIDm00001983	N02	9606.ENSP00000282308	IPR013087
CIDm00003121	N03	9606.ENSP00000282308	IPR013087
CIDm06326970	D11	9606.ENSP00000282308	IPR013087
CIDm00001983	N02	9606.ENSP00000328515	IPR013087
CIDm00003121	N03	9606.ENSP00000328515	IPR013087
CIDm06326970	D11	9606.ENSP00000328515	IPR013087
CIDm00001983	N02	9606.ENSP00000321132	IPR013087
CIDm00003121	N03	9606.ENSP00000321132	IPR013087
CIDm00005538	L01	9606.ENSP00000321132	IPR013087
CIDm06326970	D11	9606.ENSP00000321132	IPR013087
CIDm00001983	N02	9606.ENSP00000354453	IPR013087
CIDm00000679	M02	9606.ENSP00000338927	IPR013087
CIDm00000750	B05	9606.ENSP00000338927	IPR013087
CIDm00000888	A12	9606.ENSP00000338927	IPR013087
CIDm00002123	L01	9606.ENSP00000338927	IPR013087
CIDm00002767	L01	9606.ENSP00000338927	IPR013087
CIDm00002833	M04	9606.ENSP00000338927	IPR013087
CIDm00002907	L01	9606.ENSP00000338927	IPR013087
CIDm00003385	L01	9606.ENSP00000338927	IPR013087
CIDm00003657	L01	9606.ENSP00000338927	IPR013087
CIDm00003715	S01	9606.ENSP00000338927	IPR013087
CIDm00005426	L04	9606.ENSP00000338927	IPR013087
CIDm00005538	L01	9606.ENSP00000338927	IPR013087
CIDm00005591	A10	9606.ENSP00000338927	IPR013087
CIDm00005746	L01	9606.ENSP00000338927	IPR013087
CIDm00005978	L01	9606.ENSP00000338927	IPR013087
CIDm00006049	V03	9606.ENSP00000338927	IPR013087
CIDm00024424	A12	9606.ENSP00000338927	IPR013087
CIDm00028486	N05	9606.ENSP00000338927	IPR013087
CIDm00068740	M05	9606.ENSP00000338927	IPR013087
CIDm00657298	H03	9606.ENSP00000338927	IPR013087
CIDm00001983	N02	9606.ENSP00000350576	IPR013087
CIDm06326970	D11	9606.ENSP00000350576	IPR013087
CIDm00001983	N02	9606.ENSP00000293805	IPR013087
CIDm00003121	N03	9606.ENSP00000293805	IPR013087
CIDm06326970	D11	9606.ENSP00000293805	IPR013087
CIDm00001983	N02	9606.ENSP00000315664	IPR013087
CIDm00005538	L01	9606.ENSP00000315664	IPR013087
CIDm06326970	D11	9606.ENSP00000315664	IPR013087
CIDm00001983	N02	9606.ENSP00000351280	IPR013087
CIDm00003121	N03	9606.ENSP00000351280	IPR013087
CIDm06326970	D11	9606.ENSP00000351280	IPR013087
CIDm00001983	N02	9606.ENSP00000361784	IPR013087
CIDm00003121	N03	9606.ENSP00000361784	IPR013087
CIDm00005538	L01	9606.ENSP00000361784	IPR013087
CIDm06326970	D11	9606.ENSP00000361784	IPR013087
CIDm00001983	N02	9606.ENSP00000305077	IPR013087
CIDm00001983	N02	9606.ENSP00000337122	IPR013087
CIDm00003121	N03	9606.ENSP00000337122	IPR013087
CIDm00005538	L01	9606.ENSP00000337122	IPR013087
CIDm06326970	D11	9606.ENSP00000337122	IPR013087
CIDm00001983	N02	9606.ENSP00000337081	IPR013087
CIDm00001983	N02	9606.ENSP00000270001	IPR013087
CIDm00001983	N02	9606.ENSP00000351539	IPR013087
CIDm00003121	N03	9606.ENSP00000351539	IPR013087
CIDm00005538	L01	9606.ENSP00000351539	IPR013087
CIDm06326970	D11	9606.ENSP00000351539	IPR013087
CIDm00001983	N02	9606.ENSP00000231524	IPR013087
CIDm00005538	L01	9606.ENSP00000231524	IPR013087
CIDm06326970	D11	9606.ENSP00000231524	IPR013087
CIDm00002767	L01	9606.ENSP00000335042	IPR013087
CIDm00005538	L01	9606.ENSP00000335042	IPR013087
CIDm00005978	L01	9606.ENSP00000335042	IPR013087
CIDm00657298	H03	9606.ENSP00000335042	IPR013087
CIDm00001983	N02	9606.ENSP00000353652	IPR013087
CIDm00003121	N03	9606.ENSP00000353652	IPR013087
CIDm06326970	D11	9606.ENSP00000353652	IPR013087
CIDm00003121	N03	9606.ENSP00000301744	IPR013087
CIDm00000753	A06	9606.ENSP00000335044	IPR013087
CIDm00001983	N02	9606.ENSP00000335044	IPR013087
CIDm00002767	L01	9606.ENSP00000335044	IPR013087
CIDm00005538	L01	9606.ENSP00000335044	IPR013087
CIDm00657298	H03	9606.ENSP00000335044	IPR013087
CIDm06326970	D11	9606.ENSP00000335044	IPR013087
CIDm00001983	N02	9606.ENSP00000230122	IPR013087
CIDm00005538	L01	9606.ENSP00000230122	IPR013087
CIDm06326970	D11	9606.ENSP00000230122	IPR013087
CIDm00001983	N02	9606.ENSP00000273320	IPR013087
CIDm00003121	N03	9606.ENSP00000273320	IPR013087
CIDm00001983	N02	9606.ENSP00000378792	IPR013087
CIDm00003121	N03	9606.ENSP00000378792	IPR013087
CIDm06326970	D11	9606.ENSP00000378792	IPR013087
CIDm00000679	M02	9606.ENSP00000262366	IPR013087
CIDm00001983	N02	9606.ENSP00000262366	IPR013087
CIDm00002767	L01	9606.ENSP00000262366	IPR013087
CIDm00003121	N03	9606.ENSP00000262366	IPR013087
CIDm00003657	L01	9606.ENSP00000262366	IPR013087
CIDm00003715	S01	9606.ENSP00000262366	IPR013087
CIDm00005538	L01	9606.ENSP00000262366	IPR013087
CIDm00005591	A10	9606.ENSP00000262366	IPR013087
CIDm00005746	L01	9606.ENSP00000262366	IPR013087
CIDm00005978	L01	9606.ENSP00000262366	IPR013087
CIDm00024424	A12	9606.ENSP00000262366	IPR013087
CIDm00068740	M05	9606.ENSP00000262366	IPR013087
CIDm00657298	H03	9606.ENSP00000262366	IPR013087
CIDm06326970	D11	9606.ENSP00000262366	IPR013087
CIDm00001983	N02	9606.ENSP00000433773	IPR013087
CIDm00003121	N03	9606.ENSP00000433773	IPR013087
CIDm00001983	N02	9606.ENSP00000417470	IPR013087
CIDm00003121	N03	9606.ENSP00000417470	IPR013087
CIDm06326970	D11	9606.ENSP00000417470	IPR013087
CIDm00000753	A06	9606.ENSP00000350359	IPR013087
